# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 344         4.447       51.962      -4.30       Rotterdam   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# FX        : Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak / Maximum wind gust (in 0.1 m/s) during the hourly division
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# SQ        : Duur van de zonneschijn (in 0.1 uren) per uurvak; berekend uit globale straling  (-1 for <0.05 uur) / Sunshine duration (in 0.1 hour) during the hourly division; calculated from global radiation (-1 for <0.05 hour)
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# P         : Luchtdruk (in 0.1 hPa) herleid naar zeeniveau; tijdens de waarneming / Air pressure (in 0.1 hPa) reduced to mean sea level; at the time of observation
# VV        : Horizontaal zicht tijdens de waarneming (0=minder dan 100m; 1=100-200m; 2=200-300m;...; 49=4900-5000m; 50=5-6km; 56=6-7km; 57=7-8km; ...; 79=29-30km; 80=30-35km; 81=35-40km;...; 89=meer dan 70km) / Horizontal visibility at the time of observation (0=less than 100m; 1=100-200m; 2=200-300m;...; 49=4900-5000m; 50=5-6km; 56=6-7km; 57=7-8km; ...; 79=29-30km; 80=30-35km; 81=35-40km;...; 89=more than 70km)
# N         : Bewolking (bedekkingsgraad van de bovenlucht in achtsten); tijdens de waarneming (9=bovenlucht onzichtbaar) / Cloud cover (in octants); at the time of observation (9=sky invisible)
# U         : Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming / Relative atmospheric humidity (in percents) at 1.50 m at the time of observation
# WW        : Weercode (00-99); visueel(WW) of automatisch(WaWa) waargenomen; voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland / Present weather code (00-99); description for the hourly division.
# IX        : Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen; 2;3=bemand en weggelaten (geen belangrijk weersverschijnsel; geen gegevens); 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen); 5;6=automatisch en weggelaten (geen belangrijk weersverschijnsel; geen gegevens); 7=automatisch gebruikmakend van code uit automatische waarnemingen) / Indicator present weather code (1=manned and recorded (using code from visual observations); 2;3=manned and omitted (no significant weather phenomenon to report; not available); 4=automatically recorded (using code from visual observations); 5;6=automatically omitted (no significant weather phenomenon to report; not available); 7=automatically set (using code from automated observations)
# M         : Mist 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Fog 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# R         : Regen 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Rainfall 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# S         : Sneeuw 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Snow 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# O         : Onweer 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Thunder  0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# Y         : IJsvorming 0=niet voorgekomen; 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming / Ice formation 0=no occurrence; 1=occurred during the preceding hour and/or at the time of observation
# STN,YYYYMMDD,HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  344,20100301,    6,  270,   60,   60,  100,   44,   36,   30,    0,    0,    0,    0,10048,   64,    8,   91,    2,    7,    0,    0,    0,    0,    0
  344,20100301,    7,  270,   60,   50,   90,   44,     ,   27,    0,    1,    0,    0,10059,   66,    8,   89,     ,    5,    0,    0,    0,    0,    0
  344,20100301,    8,  280,   60,   50,   90,   45,     ,   27,    0,   21,    0,    0,10071,   64,    7,   88,     ,    5,    0,    0,    0,    0,    0
  344,20100301,    9,  280,   50,   60,   90,   49,     ,   24,    4,   51,    0,    0,10080,   66,    6,   84,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   10,  280,   60,   50,   90,   59,     ,   33,    5,   84,    0,    0,10091,   67,    7,   83,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   11,  270,   50,   60,   80,   63,     ,   29,    9,  158,    0,    0,10101,   65,    6,   79,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   12,  280,   50,   60,   70,   67,   40,   13,   10,  195,    0,    0,10104,   69,    1,   68,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   13,  260,   50,   60,   90,   61,     ,    7,   10,  144,    0,    0,10107,   71,    2,   68,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   14,  270,   60,   60,   80,   67,     ,   22,   10,  163,    0,    0,10113,   69,    7,   73,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   15,  290,   50,   60,   90,   54,     ,   17,    8,  106,    0,    0,10121,   71,    6,   77,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   16,  280,   50,   50,   80,   53,     ,   19,    7,   65,    0,    0,10125,   68,    5,   79,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   17,  290,   50,   40,   70,   43,     ,   16,    7,   21,    0,    0,10133,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  344,20100301,   18,  260,   30,   20,   60,   27,    5,   11,    0,    1,    0,    0,10139,   68,    1,   89,     ,    5,    0,    0,    0,    0,    0
  344,20100302,    6,  210,   10,   20,   20,    2,  -49,   -5,    0,    0,    0,    0,10186,   28,    6,   95,   20,    7,    1,    0,    0,    0,    1
  344,20100302,    7,  160,   20,   20,   30,    7,     ,    0,    2,    3,    0,   -1,10192,   31,    8,   95,   51,    7,    0,    1,    0,    0,    0
  344,20100302,    8,  230,   10,   10,   20,   25,     ,   18,    8,   33,    0,   -1,10200,   23,    3,   95,   22,    7,    0,    1,    0,    0,    0
  344,20100302,    9,  260,   20,   30,   40,   50,     ,   20,   10,   84,    0,    0,10204,   59,    0,   81,   10,    7,    0,    0,    0,    0,    0
  344,20100302,   10,  270,   30,   20,   40,   68,     ,   15,   10,  134,    0,    0,10209,   70,    4,   69,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   11,  320,   30,   40,   60,   75,     ,   10,    9,  116,    0,    0,10216,   75,    5,   63,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   12,  310,   40,   40,   80,   75,  -22,    6,   10,  163,    0,    0,10222,   80,    5,   62,    2,    7,    0,    0,    0,    0,    0
  344,20100302,   13,  310,   50,   50,   80,   78,     ,    7,   10,  180,    0,    0,10225,   79,    0,   61,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   14,  300,   50,   60,   90,   67,     ,   -2,   10,  135,    0,    0,10232,   81,    3,   61,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   15,  320,   50,   60,   80,   57,     ,    5,    6,   88,    0,    0,10235,   80,    6,   69,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   16,  330,   50,   50,   80,   54,     ,    8,    8,   57,    0,    0,10239,   75,    1,   72,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   17,  320,   50,   40,   70,   46,     ,    2,    8,   24,    0,    0,10244,   73,    1,   73,     ,    5,    0,    0,    0,    0,    0
  344,20100302,   18,  320,   30,   20,   60,   25,    5,    0,    0,    1,    0,    0,10251,   70,    0,   84,     ,    5,    0,    0,    0,    0,    0
  344,20100303,    6,  250,   10,   10,   10,  -22,  -66,  -24,    0,    0,    0,    0,10250,    6,    7,   98,   35,    7,    1,    0,    0,    0,    1
  344,20100303,    7,    0,    0,    0,   10,  -14,     ,  -20,    3,    8,    0,    0,10248,   58,    8,   95,   20,    7,    1,    0,    0,    0,    1
  344,20100303,    8,   50,   10,   20,   20,    4,     ,  -10,   10,   45,    0,    0,10245,   45,    2,   90,   10,    7,    0,    0,    0,    0,    0
  344,20100303,    9,   70,   20,   30,   40,   34,     ,   -5,    9,   87,    0,    0,10242,   63,    7,   76,    3,    7,    0,    0,    0,    0,    0
  344,20100303,   10,   50,   30,   20,   40,   47,     ,   -5,    8,  111,    0,    0,10245,   67,    8,   69,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   11,   70,   30,   50,   70,   52,     ,   -8,   10,  148,    0,    0,10242,   76,    7,   65,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   12,   60,   50,   50,   70,   61,  -63,   -7,   10,  167,    0,    0,10236,   80,    2,   62,    1,    7,    0,    0,    0,    0,    0
  344,20100303,   13,   80,   50,   50,   70,   63,     ,   -7,   10,  173,    0,    0,10228,   78,    8,   61,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   14,   70,   50,   50,   80,   62,     ,   -7,    8,  139,    0,    0,10222,   75,    4,   61,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   15,   60,   50,   60,   70,   59,     ,   -1,    3,   59,    0,    0,10216,   80,    8,   65,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   16,   40,   50,   50,   80,   51,     ,   -8,    0,   35,    0,    0,10211,   80,    8,   66,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   17,   40,   50,   40,   80,   45,     ,  -11,    0,   10,    0,    0,10210,   80,    8,   67,     ,    5,    0,    0,    0,    0,    0
  344,20100303,   18,   50,   50,   60,   80,   37,   30,   -8,    0,    0,    0,    0,10209,   75,    8,   72,     ,    5,    0,    0,    0,    0,    0
